1	1367142
2	1319191
3	883262
4	700603
5	567394
6	467444
7	391263
8	329586
9	282450
10	244468
11	214442
12	189199
13	169351
14	152271
15	138192
16	126291
17	115238
18	106154
19	98195
20	91246
21	83507
22	78134
23	72650
24	67733
25	63173
26	59561
27	56663
28	52681
29	50411
30	47328
31	45071
32	42689
33	39922
34	37952
35	36680
36	34462
37	33266
38	31507
39	29875
40	28497
41	27347
42	26118
43	25136
44	23647
45	23069
46	21964
47	21125
48	20336
49	19418
50	18562
51	17986
52	17409
53	16303
54	15926
55	15281
56	14718
57	14324
58	13677
59	13086
60	12481
61	12106
62	11697
63	11236
64	10975
65	10589
66	10015
67	9882
68	9663
69	9077
70	8911
71	8420
72	8216
73	7966
74	7823
75	7564
76	7214
77	7115
78	6828
79	6637
80	6504
81	6182
82	5925
83	5782
84	5753
85	5510
86	5300
87	5202
88	4909
89	4900
90	4666
91	4568
92	4477
93	4300
94	4222
95	4034
96	3927
97	3823
98	3781
99	3675
100	3543
101	3456
102	3275
103	3269
104	3167
105	3134
106	3054
107	2959
108	2888
109	2782
110	2726
111	2619
112	2536
113	2542
114	2433
115	2296
116	2283
117	2183
118	2091
119	2099
120	2087
121	2021
122	1841
123	1815
124	1956
125	1877
126	1816
127	1747
128	1698
129	1627
130	1577
131	1555
132	1569
133	1518
134	1479
135	1419
136	1448
137	1320
138	1308
139	1314
140	1238
141	1221
142	1193
143	1099
144	1128
145	1137
146	1131
147	1059
148	1033
149	1002
150	972
151	972
152	960
153	922
154	976
155	903
156	885
157	849
158	891
159	799
160	864
161	835
162	834
163	760
164	722
165	716
166	743
167	653
168	668
169	682
170	632
171	635
172	623
173	609
174	606
175	593
176	540
177	600
178	536
179	544
180	523
181	515
182	514
183	480
184	511
185	497
186	481
187	455
188	420
189	438
190	451
191	418
192	393
193	436
194	374
195	423
196	420
197	398
198	384
199	365
200	364
201	357
202	333
203	326
204	333
205	340
206	324
207	297
208	275
209	295
210	310
211	278
212	285
213	257
214	284
215	288
216	250
217	265
218	253
219	241
220	244
221	253
222	231
223	210
224	204
225	215
226	230
227	227
228	174
229	198
230	192
231	200
232	195
233	197
234	191
235	181
236	181
237	179
238	183
239	175
240	181
241	177
242	155
243	164
244	171
245	154
246	167
247	162
248	132
249	134
250	150
251	131
252	126
253	139
254	118
255	148
256	132
257	123
258	117
259	114
260	127
261	121
262	119
263	111
264	105
265	121
266	107
267	100
268	120
269	97
270	109
271	92
272	87
273	104
274	110
275	100
276	92
277	92
278	94
279	90
280	89
281	96
282	85
283	87
284	88
285	64
286	83
287	78
288	75
289	78
290	80
291	79
292	56
293	60
294	70
295	63
296	80
297	58
298	74
299	43
300	57
301	62
302	64
303	44
304	55
305	52
306	49
307	58
308	58
309	52
310	52
311	63
312	60
313	48
314	49
315	52
316	45
317	44
318	52
319	50
320	46
321	47
322	51
323	45
324	46
325	33
326	42
327	40
328	48
329	41
330	45
331	38
332	48
333	39
334	36
335	41
336	22
337	34
338	34
339	27
340	33
341	40
342	35
343	28
344	30
345	26
346	36
347	30
348	27
349	38
350	39
351	21
352	25
353	24
354	33
355	32
356	23
357	20
358	27
359	27
360	21
361	24
362	20
363	22
364	27
365	24
366	18
367	24
368	22
369	18
370	24
371	19
372	27
373	25
374	19
375	24
376	23
377	21
378	21
379	24
380	19
381	13
382	16
383	11
384	22
385	11
386	19
387	17
388	12
389	17
390	20
391	14
392	13
393	13
394	22
395	14
396	5
397	19
398	17
399	10
400	17
401	11
402	16
403	11
404	20
405	10
406	13
407	13
408	15
409	13
410	6
411	13
412	9
413	12
414	19
415	14
416	14
417	10
418	16
419	9
420	9
421	20
422	13
423	11
424	14
425	10
426	15
427	8
428	13
429	12
430	10
431	12
432	12
433	12
434	8
435	9
436	13
437	6
438	10
439	10
440	10
441	5
442	5
443	8
444	11
445	7
446	6
447	6
448	9
449	2
450	10
451	6
452	5
453	7
454	4
455	6
456	8
457	5
458	5
459	9
460	5
461	6
462	9
463	4
464	5
465	3
466	11
467	7
468	5
469	4
470	6
471	3
472	2
473	2
474	6
475	6
476	4
477	8
478	3
479	4
480	6
481	2
482	3
483	10
484	3
485	5
486	8
487	6
488	6
489	5
490	3
491	5
492	2
494	6
495	6
496	1
497	4
498	6
499	3
501	2
502	4
503	5
504	4
505	5
506	4
507	4
508	3
509	6
510	6
511	3
512	3
513	8
514	3
515	4
517	2
518	3
519	4
520	4
521	3
522	7
523	3
524	4
525	1
526	6
527	3
528	3
529	6
530	1
531	1
532	4
533	6
534	4
535	2
536	4
537	4
538	1
539	1
540	5
541	3
542	2
543	3
544	3
545	5
546	1
547	1
549	3
550	4
551	1
552	3
553	1
554	2
555	8
556	2
557	3
558	3
559	1
560	1
562	4
563	2
564	4
565	2
566	1
567	1
568	4
569	3
570	3
571	1
572	1
573	2
575	1
576	3
577	3
578	5
579	3
580	1
581	4
582	1
583	3
584	4
585	4
588	3
589	1
590	2
591	3
593	1
594	1
595	2
596	3
597	1
598	1
600	1
601	5
602	1
603	2
604	2
605	3
606	2
607	3
608	2
612	2
613	1
614	4
615	2
616	3
617	1
619	1
620	2
621	2
622	1
623	1
625	1
626	1
628	1
629	1
630	1
632	3
633	1
637	1
641	1
643	1
646	1
647	1
648	1
650	2
652	2
653	3
654	2
656	1
657	3
659	2
660	1
661	1
662	1
663	2
667	1
668	1
669	2
670	1
674	1
679	2
680	1
681	3
685	2
688	1
690	1
693	1
694	2
695	1
696	1
698	1
699	2
700	1
705	1
712	1
717	1
722	1
725	2
729	1
730	3
731	1
737	1
744	1
746	1
748	1
750	1
754	1
767	1
778	1
783	1
788	1
791	1
797	2
802	1
807	1
810	1
813	1
817	1
830	1
834	1
855	1
864	1
876	2
880	1
882	1
898	1
899	1
933	1
955	1
971	1
978	1
990	1
1025	1
1460	1
